ATO,157852977.26,0.05
IRM,157093040.20,0.05
TER,156550499.28,0.05
STLD,155901366.32,0.05
MOH,154346929.30,0.05
NDAQ,153696050.00,0.05
PAYC,150430988.40,0.04
EXPE,150206353.44,0.04
NTAP,150187865.10,0.04
LW,148636336.95,0.04
GRMN,148169665.56,0.04
IEX,147873944.44,0.04
ZBRA,147545628.60,0.04
BRO,146732599.40,0.04
HBAN,146118988.30,0.04
WAT,144106658.08,0.04
DGX,143315000.05,0.04
J,143287242.07,0.04
BBY,143233576.68,0.04
CAG,142771871.12,0.04
SJM,142512640.50,0.04
CINF,142459310.84,0.04
NTRS,141154286.44,0.04
SNA,140665910.32,0.04
ESS,140221180.20,0.04
FDS,138985816.64,0.04
JBHT,138992153.30,0.04
MRO,139005041.37,0.04
SEDG,138602130.16,0.04
PTC,138484996.80,0.04
POOL,137632890.82,0.04
BG,137617319.00,0.04
RVTY,137433159.64,0.04
EG,137285220.48,0.04
LKQ,136037464.29,0.04
SYF,135674567.16,0.04
IPG,135558044.04,0.04
TSN,135291730.02,0.04
SWK,133602026.32,0.04
AMCR,132118057.28,0.04
AES,131199428.99,0.04
CBOE,130807417.42,0.04
EQT,130609395.54,0.04
AVY,130271244.80,0.04
MGM,129037625.86,0.04
CF,127821022.48,0.04
AKAM,125795722.45,0.04
TXT,125403931.52,0.04
EVRG,125432599.50,0.04
AXON,124840396.28,0.04
DPZ,124632859.29,0.04
CFG,123540048.69,0.04
LNT,122912625.00,0.04
EPAM,122732456.40,0.04
UDR,121342823.28,0.04
NDSN,121059097.23,0.04
TRMB,121031385.20,0.04
TECH,120956425.36,0.04
KMX,120967361.40,0.04
MAS,120621573.87,0.04
LYV,119900918.50,0.04
MTCH,117832829.99,0.03
KIM,115116117.50,0.03
HST,113870072.03,0.03
TAP,112505559.12,0.03
WDC,111628810.54,0.03
VTRS,111506749.44,0.03
LDOS,111024873.63,0.03
CE,110524727.78,0.03
AAL,110105541.12,0.03
BFB,109653080.14,0.03
JKHY,109337182.56,0.03
PKG,108992991.36,0.03
WRB,108718858.60,0.03
FMC,108399693.04,0.03
MOS,108225346.32,0.03
CPT,107803018.68,0.03
STX,107774489.16,0.03
INCY,105358567.65,0.03
NI,105306654.11,0.03
TFX,105224023.20,0.03
APA,104933362.27,0.03
PEAK,103984232.58,0.03
CZR,103843266.43,0.03
L,103851467.85,0.03
CHRW,103065464.24,0.03
HRL,102993588.45,0.03
WYNN,102418472.67,0.03
ETSY,102315849.00,0.03
IP,100280452.42,0.03
PNR,99751929.97,0.03
BWA,98699620.80,0.03
CRL,97911596.00,0.03
ALLE,97549410.30,0.03
GEN,97212247.58,0.03
HSIC,97022004.48,0.03
CDAY,95537800.38,0.03
QRVO,95482058.80,0.03
EMN,95421975.75,0.03
TPR,92918468.94,0.03
ROL,92231121.60,0.03
JNPR,90392818.88,0.03
GL,90025591.32,0.03
REG,88176724.01,0.03
UHS,87829552.65,0.03
KEY,86729367.12,0.03
MKTX,85653658.22,0.03
PNW,85564761.30,0.03
GNRC,83939843.70,0.02
NCLH,83821915.60,0.02
CPB,83623718.08,0.02
HII,83026861.29,0.02
AOS,82957496.23,0.02
FOXA,82120153.57,0.02
FFIV,81294488.64,0.02
RHI,79301185.88,0.02
NRG,79233929.50,0.02
BXP,79039572.12,0.02
XRAY,78641152.29,0.02
WHR,78429079.82,0.02
BIO,76718509.77,0.02
HAS,76641124.77,0.02
IVZ,76419266.40,0.02
BBWI,76188484.65,0.02
PARA,76016169.46,0.02
CTLT,75518982.00,0.02
BEN,73665172.01,0.02
NWSA,69626450.88,0.02
WRK,69002142.52,0.02
FRT,66312135.50,0.02
ALK,64925052.17,0.02
AIZ,60465771.88,0.02
VFC,58486881.60,0.02
DXC,57514706.34,0.02
SEE,57146667.30,0.02
CMA,56780122.84,0.02
MHK,54591169.26,0.02
DVA,52282730.25,0.02
RL,48242908.00,0.01
OGN,46867827.79,0.01
ZION,42206448.08,0.01
FOX,39381634.92,0.01
AAP,38151230.00,0.01
LNC,36717693.84,0.01
NWL,33506231.10,0.01
NWS,21636060.19,0.01
